Index	Area	Diameter	Ellipse ratio	Circularity	Convexity	Elongation	Red cursor	Green cursor
1	89.702	10.687	0.653341	0.673837	0.82745	21.2473	817.104	817.104
2	41.9935	7.31216	0.603845	0.923555	0.966424	100	771.677	771.677
3	41.1652	7.23969	0.602304	0.820167	0.9357	45.0486	644.433	644.433
4	66.4275	9.19664	0.674097	0.870481	0.927267	68.397	604.719	604.719
5	46.2177	7.67112	0.821604	0.995885	0.950897	100	553.254	553.254
6	11.513	3.82868	0.744738	0.845071	0.973546	53.7042	493.147	493.147
7	43.8157	7.46913	0.772972	0.962962	0.954043	100	479.672	479.672
8	27.0017	5.86342	0.816685	0.889689	0.932904	100	402.179	402.179
9	93.1808	10.8923	0.715396	0.92975	0.944711	100	401.884	401.884
10	22.1149	5.30637	0.580274	0.80133	0.941929	40.1442	400.829	400.829
11	5.38378	2.61817	0.46729	0.832882	0.960992	49.064	397.459	397.459
12	8.7797	3.34345	0.576931	0.814692	0.927942	43.513	371.417	371.417
13	70.4861	9.47342	0.658817	0.782507	0.843178	36.1063	367.213	367.213
14	62.4518	8.91718	0.802218	0.938942	0.94163	100	347.988	347.988
15	25.925	5.74532	0.530321	0.703784	0.839735	24.3981	341.699	341.699
16	23.026	5.41457	0.60742	0.593016	0.69872	14.7361	330	330
17	57.7307	8.5735	0.661065	0.83573	0.951662	50.0673	327.867	327.867
18	35.5329	6.72621	0.416658	0.723913	0.884853	26.8349	318.977	318.977
19	17.2281	4.68353	0.781238	0.960768	0.97364	100	295.268	295.268
20	58.4761	8.62868	0.787037	0.893416	0.941074	100	292.94	292.94
21	59.1387	8.67743	0.559506	0.806158	0.883917	41.3057	289.555	289.555
22	27.83	5.95267	0.773858	0.871054	0.943071	68.8832	270.555	270.555
23	12.9211	4.05606	0.822454	0.954538	0.984762	100	262.083	262.083
24	39.5086	7.09253	0.799294	0.954498	0.96548	100	261.736	261.736
25	32.634	6.446	0.606622	0.812523	0.960657	42.9319	258.804	258.804
26	47.5429	7.78033	0.535865	0.860134	0.944058	61.177	255.142	255.142
27	17.0624	4.66096	0.459277	0.742457	0.897164	29.3646	245.739	245.739
28	27.0017	5.86342	0.52945	0.822991	0.928794	45.8825	235.859	235.859
29	27.9128	5.96152	0.604304	0.859658	0.974934	60.8979	208.773	208.773
30	21.3695	5.21617	0.74683	0.86217	0.956145	62.4145	208.146	208.146
31	10.5191	3.65969	0.473499	0.745916	0.905338	29.8715	202.647	202.647
32	7.28881	3.04637	0.790539	0.969112	0.978852	100	200.792	200.792
33	14.0806	4.23415	0.412157	0.785108	0.924876	36.6235	189.992	189.992
34	16.7311	4.61549	0.357525	0.66494	0.848857	20.4027	178.793	178.793
35	36.0299	6.77309	0.752963	0.916176	0.938063	100	176.394	176.394
36	102.457	11.4216	0.544265	0.663952	0.749244	20.3112	168.001	168.001
37	9.52514	3.4825	0.789254	0.869349	0.972819	67.4715	161.039	161.039
38	16.3998	4.56956	0.837853	0.996789	0.986935	100	160.555	160.555
39	8.36556	3.26364	0.675931	0.974553	0.968272	100	153.018	153.018
40	26.1734	5.77279	0.736397	0.772262	0.852103	34.1773	152.691	152.691
41	5.79791	2.71701	0.62923	0.90624	0.978973	100	152.52	152.52
42	29.4865	6.12727	0.665697	0.822124	0.932981	45.6232	151.841	151.841
43	50.0277	7.98106	0.825115	0.852592	0.918585	57.1235	150.674	150.674
44	24.6825	5.60596	0.63166	0.865558	0.969966	64.6479	147.325	147.325
45	51.9327	8.13159	0.496487	0.704571	0.84142	24.4881	146.35	146.35
46	8.94535	3.37484	0.889544	0.637382	0.737987	18.0084	141.059	141.059
47	34.2077	6.59959	0.847274	0.946501	0.971752	100	138.68	138.68
48	121.342	12.4297	0.578965	0.638984	0.775721	18.1392	130.045	130.045
49	19.0503	4.925	0.855933	0.930143	0.98972	100	125.915	125.915
50	11.3473	3.80104	0.648305	0.810176	0.903124	42.3189	124.775	124.775
51	18.719	4.88198	0.637438	0.86614	0.945732	65.0572	120.365	120.365
52	29.1552	6.09275	0.605986	0.947635	0.974025	100	119.216	119.216
53	32.3855	6.42141	0.831662	0.93535	0.941786	100	119.005	119.005
54	37.0238	6.86587	0.754444	0.981549	0.970003	100	118.701	118.701
55	16.317	4.55801	0.69402	0.920674	0.977405	100	116.035	116.035
56	13.1695	4.09487	0.502575	0.821893	0.983919	45.5548	115.54	115.54
57	13.6665	4.17142	0.469917	0.786847	0.921259	36.9759	113.782	113.782
58	12.01	3.91044	0.759904	0.923681	0.97897	100	112.898	112.898
59	22.2806	5.32621	0.643115	0.749934	0.825466	30.4759	110.459	110.459
60	27.333	5.89928	0.669758	0.835866	0.926207	50.1163	106.697	106.697
61	63.3629	8.98199	0.405735	0.789739	0.908886	37.5745	106.569	106.569
62	39.4258	7.08509	0.80009	0.899933	0.952216	100	105.779	105.779
63	27.0845	5.8724	0.722669	0.891038	0.942333	100	104.935	104.935
64	23.8543	5.5111	0.792262	0.924924	0.965616	100	104.528	104.528
65	15.4059	4.42893	0.782471	0.915667	0.968415	100	104.52	104.52
66	33.4622	6.52729	0.699152	0.934912	0.953051	100	102.835	102.835
67	20.7068	5.13466	0.881805	0.920817	0.945817	100	102.81	102.81
68	23.3573	5.45339	0.670395	0.898092	0.940086	100	101.913	101.913
69	26.2563	5.78191	0.74622	0.674318	0.845545	21.2941	98.4663	98.4663
70	23.8543	5.5111	0.738322	0.915692	0.961103	100	98.0433	98.0433
71	22.6119	5.36566	0.90979	0.890157	0.986637	100	94.0386	94.0386
72	47.4601	7.77355	0.553977	0.696039	0.834494	23.5336	93.1654	93.1654
73	20.5412	5.11408	0.74047	0.944389	0.965661	100	93.0085	93.0085
74	5.21812	2.57758	0.488927	0.80067	0.923836	39.99	91.5657	91.5657
75	13.5837	4.15876	0.687245	0.900995	0.952576	100	91.1037	91.1037
76	12.0928	3.9239	0.577847	0.860113	0.969415	61.1649	90.1405	90.1405
77	41.5793	7.27602	0.716675	0.805535	0.870116	41.1524	89.4709	89.4709
78	38.9288	7.04029	0.809043	0.942655	0.949503	100	88.5081	88.5081
79	11.4302	3.81489	0.686028	0.75658	0.845116	31.5141	88.1726	88.1726
80	44.0641	7.49027	0.931778	0.946823	0.945535	100	87.5469	87.5469
81	19.2159	4.94636	0.609154	0.845362	0.944966	53.8274	84.7771	84.7771
82	21.0381	5.17558	0.806934	0.907075	0.969062	100	83.8425	83.8425
83	9.44232	3.46732	0.62744	0.907063	0.982751	100	81.3581	81.3581
84	6.29488	2.83106	0.794471	0.894299	0.993773	100	80.9441	80.9441
85	16.6483	4.60405	0.609279	0.813243	0.867609	43.1232	80.7352	80.7352
86	19.6301	4.99938	0.50553	0.74048	0.898036	29.0801	80.3153	80.3153
87	5.88074	2.73635	0.845946	0.929307	0.977734	100	80.1647	80.1647
88	4.72116	2.45177	0.775847	0.979844	0.98021	100	79.8733	79.8733
89	4.38985	2.36418	0.840811	0.893	0.972008	100	79.2734	79.2734
90	52.8438	8.20261	0.728571	0.864306	0.925729	63.7946	78.9461	78.9461
91	6.37771	2.84962	0.901942	0.915686	0.971927	100	78.7852	78.7852
92	12.8382	4.04304	0.818072	0.972436	1	100	77.8198	77.8198
93	15.9028	4.49979	0.658672	0.823782	0.888341	46.1213	77.5864	77.5864
94	39.4258	7.08509	0.687638	0.883609	0.963505	85.735	76.3409	76.3409
95	5.79791	2.71701	0.453079	0.749781	0.894895	30.4526	74.8662	74.8662
96	13.0867	4.08198	0.68418	0.83356	0.976074	49.299	74.4781	74.4781
97	16.317	4.55801	0.775281	0.86597	0.916369	64.9366	73.5508	73.5508
98	27.0845	5.8724	0.851605	0.613862	0.679641	16.1942	72.9152	72.9152
99	13.0867	4.08198	0.877052	0.972924	0.971791	100	72.8493	72.8493
100	17.4766	4.71719	0.798681	0.928539	0.94757	100	72.2697	72.2697
101	31.3087	6.31376	0.6892	0.782451	0.85558	36.0953	71.9998	71.9998
102	51.2701	8.07955	0.654655	0.909129	0.938868	100	71.3133	71.3133
103	17.725	4.7506	0.394169	0.790162	0.948153	37.6633	70.8484	70.8484
104	23.523	5.47269	0.811449	0.738712	0.828118	28.8288	70.5704	70.5704
105	18.8018	4.89277	0.781937	0.901978	0.969898	100	70.1008	70.1008
106	12.8382	4.04304	0.429402	0.777034	0.948186	35.0552	68.6868	68.6868
107	12.01	3.91044	0.434408	0.847185	0.972248	54.6139	67.6398	67.6398
108	9.85645	3.54255	0.702335	0.859896	0.932197	61.0369	65.1469	65.1469
109	5.05247	2.53634	0.584801	0.787855	0.971728	37.1828	64.6773	64.6773
110	7.70294	3.13172	0.629902	0.877216	0.97738	75.0944	64.0992	64.0992
111	4.96964	2.51546	0.76276	0.918359	0.999856	100	63.9939	63.9939
112	30.232	6.20424	0.95791	0.974087	0.933031	100	63.7829	63.7829
113	3.31309	2.05386	0.818503	0.900416	0.99374	100	62.0973	62.0973
114	8.53122	3.2958	0.814027	0.962335	0.995208	100	62.08	62.08
115	12.5898	4.00372	0.730264	0.984681	0.992742	100	60.623	60.623
116	60.8781	8.80411	0.693448	0.776678	0.832802	34.9885	59.0177	59.0177
117	9.85645	3.54255	0.541806	0.859893	0.965407	61.0352	58.8263	58.8263
118	13.418	4.13332	0.959605	0.935827	0.979301	100	58.5384	58.5384
119	12.9211	4.05606	0.747822	0.99595	0.974448	100	57.4418	57.4418
120	12.1756	3.93732	0.846688	0.913648	0.979891	100	57.3594	57.3594
121	20.7068	5.13466	0.791872	0.843418	0.920773	53.0172	57.155	57.155
122	28.7411	6.04932	0.835776	0.903176	0.966214	100	56.9353	56.9353
123	6.79184	2.94069	0.68171	0.878101	0.917	76.1951	56.7301	56.7301
124	38.6804	7.01779	0.816381	0.628742	0.734932	17.3195	56.4116	56.4116
125	10.8504	3.71687	0.674746	0.808017	0.91594	41.769	56.1656	56.1656
126	12.0928	3.9239	0.459823	0.633373	0.782201	17.6854	55.714	55.714
127	14.6604	4.32045	0.268418	0.663841	0.928287	20.301	55.1864	55.1864
128	11.6787	3.85613	0.379617	0.773972	0.960271	34.4879	54.8983	54.8983
129	6.54336	2.88639	0.818307	0.90728	0.974873	100	54.1547	54.1547
130	10.5191	3.65969	0.787272	0.955746	0.993261	100	53.829	53.829
131	21.7008	5.25645	0.656406	0.894973	0.932634	100	52.4923	52.4923
132	7.95142	3.18183	0.708462	0.90486	0.966714	100	52.4203	52.4203
133	13.5837	4.15876	0.647874	0.858645	0.974237	60.315	52.1083	52.1083
134	25.5936	5.70849	0.571156	0.894032	0.936986	100	51.6408	51.6408
135	35.8642	6.7575	0.740526	0.924722	0.93837	100	51.6279	51.6279
136	10.3534	3.63075	0.907932	0.959321	1	100	51.2544	51.2544
137	19.7129	5.00992	0.589708	0.907162	0.967347	100	51.1787	51.1787
138	6.62619	2.9046	0.843704	0.999322	0.982474	100	50.9914	50.9914
139	9.85645	3.54255	0.589084	0.599952	0.764992	15.2069	50.1611	50.1611
140	9.11101	3.40595	0.870915	0.979156	0.988117	100	49.3356	49.3356
141	20.3755	5.09342	0.70003	0.978897	0.988055	100	49.111	49.111
142	14.8261	4.34479	0.569012	0.864363	0.986421	63.8327	47.9961	47.9961
143	9.44232	3.46732	0.719627	0.97552	0.985817	100	47.8347	47.8347
144	30.3976	6.22121	0.509314	0.753031	0.868172	30.9535	47.6604	47.6604
145	80.3425	10.1141	0.808228	0.869941	0.928257	67.9504	46.6151	46.6151
146	13.8322	4.19662	0.640787	0.878551	0.970206	76.7827	43.8957	43.8957
147	4.30702	2.34177	0.516212	0.902855	1	100	43.4605	43.4605
148	13.9978	4.22168	0.651906	0.885508	0.945671	92.2561	43.2941	43.2941
149	16.8139	4.6269	0.784863	0.935829	0.965844	100	43.1787	43.1787
150	13.8322	4.19662	0.67935	0.904844	0.902107	100	42.9978	42.9978
151	24.8482	5.62474	0.589684	0.709018	0.82026	25.0043	41.969	41.969
152	5.21812	2.57758	0.774716	0.893661	1	100	41.7679	41.7679
153	11.1817	3.77319	0.859405	0.927981	1	100	41.6597	41.6597
154	12.1756	3.93732	0.826489	0.921772	0.978939	100	40.8966	40.8966
155	40.9995	7.22511	0.657645	0.893367	0.939608	100	40.4495	40.4495
156	16.3998	4.56956	0.630125	0.766903	0.905901	33.2307	39.8083	39.8083
157	30.6461	6.24659	0.651804	0.842443	0.89116	52.6213	38.3913	38.3913
158	6.62619	2.9046	0.91257	0.986446	0.972698	100	38.1462	38.1462
159	3.81006	2.20252	0.877696	0.928309	0.99983	100	37.8463	37.8463
160	10.6019	3.67407	0.652744	0.973133	0.983015	100	37.6466	37.6466
161	20.2927	5.08306	0.685997	0.968629	0.97385	100	36.9231	36.9231
162	4.14137	2.29629	0.630345	0.885294	1	91.2282	36.6403	36.6403
163	25.0139	5.64346	0.712429	0.878636	0.944164	76.8972	36.1365	36.1365
164	16.2342	4.54642	0.784679	0.935657	0.963996	100	35.6465	35.6465
165	17.0624	4.66096	0.539532	0.861734	0.937594	62.1433	35.2347	35.2347
166	22.8603	5.39506	0.770133	0.897366	0.977096	100	34.7919	34.7919
167	16.8139	4.6269	0.556795	0.835425	0.962806	49.9579	34.5855	34.5855
168	14.6604	4.32045	0.516298	0.795511	0.915599	38.8181	34.5624	34.5624
169	9.02818	3.39043	0.925669	0.857862	0.975995	59.8751	33.4738	33.4738
170	4.38985	2.36418	0.840809	0.893	0.972008	100	33.3339	33.3339
171	22.0321	5.29642	0.861163	0.843687	0.925518	53.1276	33.2457	33.2457
172	13.915	4.20917	0.728716	0.869067	0.933002	67.2476	33.0778	33.0778
173	13.0039	4.06904	0.655508	0.825628	0.914008	46.6887	32.9866	32.9866
174	13.2524	4.10773	0.613846	0.997102	0.994345	100	31.6884	31.6884
175	20.624	5.12438	0.417104	0.746405	0.876599	29.9442	31.6001	31.6001
176	11.4302	3.81489	0.912652	0.963669	0.983608	100	31.4704	31.4704
177	6.79184	2.94069	0.77709	0.986005	0.953814	100	30.9888	30.9888
178	15.4887	4.44082	0.710491	0.90394	0.964044	100	30.9455	30.9455
179	5.30095	2.59796	0.760452	0.987172	0.987953	100	30.9109	30.9109
180	6.21205	2.81237	0.957819	0.869345	1	67.4684	30.8348	30.8348
181	68.4982	9.33888	0.536937	0.676409	0.793628	21.4987	30.6976	30.6976
182	7.20598	3.02902	0.783995	0.980325	0.949962	100	30.5188	30.5188
183	32.8825	6.47049	0.583558	0.759953	0.875372	32.0604	29.7344	29.7344
184	76.6981	9.88206	0.416473	0.714121	0.875449	25.6133	29.2552	29.2552
185	5.21812	2.57758	0.848928	0.915681	1	100	29.1937	29.1937
186	11.9271	3.89693	0.857966	0.923922	0.937776	100	28.9283	28.9283
187	15.2402	4.40505	0.652864	0.884181	0.961875	87.2819	28.84	28.84
188	4.5555	2.40837	0.668911	0.884338	1	87.7498	28.0694	28.0694
189	14.9089	4.35691	0.754035	0.907898	0.969329	100	28.0556	28.0556
190	21.121	5.18576	0.337249	0.734745	0.952861	28.2755	27.9557	27.9557
191	9.27666	3.43677	0.95529	0.886612	0.978769	100	27.7151	27.7151
192	5.79791	2.71701	0.531015	0.789725	0.965605	37.5715	27.0223	27.0223
193	21.4523	5.22627	0.651639	0.786608	0.911599	36.9271	26.9165	26.9165
194	4.38985	2.36418	0.868291	0.974397	0.969537	100	26.5908	26.5908
195	26.0078	5.75449	0.845357	0.93597	0.957139	100	26.5896	26.5896
196	7.62012	3.11484	0.774487	0.797651	0.857944	39.297	26.1113	26.1113
197	14.412	4.28368	0.601457	0.882747	0.996594	83.7341	26.0435	26.0435
198	50.0277	7.98106	0.525266	0.825796	0.920796	46.7411	25.9691	25.9691
199	27.333	5.89928	0.464216	0.61482	0.78427	16.2645	25.8226	25.8226
200	10.6019	3.67407	0.481827	0.75368	0.859116	31.0549	25.0465	25.0465
201	32.3027	6.41319	0.625994	0.744648	0.84417	29.6843	25.0341	25.0341
202	12.9211	4.05606	0.665615	0.95808	0.929557	100	24.984	24.984
203	10.8504	3.71687	0.652448	0.938904	0.996089	100	24.9173	24.9173
204	4.88681	2.49441	0.749471	0.89825	0.972175	100	24.9037	24.9037
205	11.2645	3.78714	0.642968	0.875624	0.95956	73.2768	24.8886	24.8886
206	47.2944	7.75997	0.628168	0.874698	0.912997	72.2987	24.6668	24.6668
207	10.8504	3.71687	0.613169	0.885914	0.983455	94.8254	24.6461	24.6461
208	5.38378	2.61817	0.671874	0.912711	0.971354	100	24.3705	24.3705
209	4.63833	2.43017	0.810639	1	0.988505	100	24.3128	24.3128
210	36.3612	6.80415	0.635428	0.760471	0.843839	32.1456	24.2793	24.2793
211	3.72723	2.17845	0.714757	0.884042	0.993064	86.886	24.2199	24.2199
212	9.44232	3.46732	0.679699	0.923816	0.973155	100	24.1237	24.1237
213	24.8482	5.62474	0.919248	0.934562	0.944999	100	23.6886	23.6886
214	17.5594	4.72835	0.617927	0.902131	0.967674	100	23.6169	23.6169
215	40.5854	7.18853	0.683922	0.771275	0.848285	33.9999	23.0966	23.0966
216	4.30702	2.34177	0.864964	0.987002	0.966779	100	23.0725	23.0725
217	3.23027	2.02803	0.78773	0.926288	0.986774	100	22.8167	22.8167
218	8.61404	3.31176	0.814549	0.962591	1	100	22.6422	22.6422
219	10.4362	3.64525	0.978638	0.913563	0.93852	100	22.6283	22.6283
220	31.4744	6.33044	0.559207	0.797036	0.899075	39.1584	21.963	21.963
221	12.8382	4.04304	0.610377	0.951486	0.974266	100	21.9399	21.9399
222	11.016	3.74514	0.599434	0.756484	0.884969	31.4987	21.9352	21.9352
223	20.3755	5.09342	0.596879	0.65139	0.793964	19.1859	21.7713	21.7713
224	13.7493	4.18404	0.755636	0.848946	0.953367	55.401	21.7297	21.7297
225	4.88681	2.49441	0.897488	0.975966	1	100	21.6591	21.6591
226	9.19383	3.4214	0.713664	0.944181	0.992949	100	21.6137	21.6137
227	43.8157	7.46913	0.717095	0.886098	0.957819	96.6491	21.2491	21.2491
228	38.5147	7.00275	0.560006	0.725075	0.81742	26.9849	20.984	20.984
229	20.7897	5.14492	0.736301	0.911306	0.934981	100	20.8006	20.8006
230	13.3352	4.12055	0.600287	0.72217	0.821922	26.6121	20.2818	20.2818
231	7.37163	3.06363	0.915117	0.86353	0.950269	63.2828	20.1661	20.1661
232	31.64	6.34707	0.57232	0.608609	0.719713	15.8144	19.6154	19.6154
233	8.44839	3.27976	0.742369	0.928564	0.977665	100	19.5893	19.5893
234	21.6179	5.24641	0.610106	0.720128	0.779942	26.3541	19.5657	19.5657
235	7.45446	3.0808	0.966216	0.930491	1	100	19.534	19.534
236	4.88681	2.49441	0.959565	0.928881	1	100	19.2531	19.2531
237	7.78577	3.14852	0.739082	0.891389	0.996751	100	18.5521	18.5521
238	9.93928	3.5574	0.939121	0.855627	0.931484	58.6663	18.4436	18.4436
239	3.23027	2.02803	0.787713	0.926288	0.986774	100	18.4352	18.4352
240	3.31309	2.05386	0.818699	0.900427	0.975241	100	18.1625	18.1625
241	4.30702	2.34177	0.810966	0.935887	0.973189	100	17.6621	17.6621
242	26.1734	5.77279	0.889494	0.826068	0.901153	46.8262	17.6082	17.6082
243	43.8985	7.47618	0.571975	0.804044	0.914599	40.7899	17.558	17.558
244	5.96357	2.75555	0.368021	0.731096	0.952031	27.7791	17.5164	17.5164
245	5.38378	2.61817	0.812907	0.942804	0.972166	100	17.3332	17.3332
246	7.12315	3.01156	0.787561	0.962865	0.968367	100	17.2455	17.2455
247	12.1756	3.93732	0.473473	0.846058	0.98182	54.1245	17.0261	17.0261
248	6.79184	2.94069	0.571581	0.860274	0.979087	61.2597	17.0236	17.0236
249	14.5776	4.30822	0.65573	0.760118	0.909805	32.0875	16.962	16.962
250	15.7372	4.47629	0.822661	0.869239	0.918357	67.3839	16.7035	16.7035
251	20.5412	5.11408	0.595837	0.896298	0.921593	100	16.4904	16.4904
252	13.8322	4.19662	0.863274	0.946786	0.980258	100	16.386	16.386
253	4.88681	2.49441	0.7375	0.847142	0.951941	54.5953	16.2921	16.2921
254	19.2159	4.94636	0.831912	0.754877	0.760701	31.2433	16.0885	16.0885
255	8.7797	3.34345	0.526992	0.854156	0.952699	57.9049	16.0527	16.0527
256	10.0221	3.57219	0.648524	0.815791	0.921535	43.8133	15.8621	15.8621
257	6.87467	2.95856	0.897392	0.99199	0.946371	100	15.6961	15.6961
258	36.8582	6.85049	0.900763	0.892686	0.92933	100	15.6747	15.6747
259	6.12922	2.79356	0.817735	0.961126	1	100	15.6049	15.6049
260	5.38378	2.61817	0.662974	0.955882	0.98469	100	15.5981	15.5981
261	12.9211	4.05606	0.842393	0.847974	0.942878	54.9633	15.5662	15.5662
262	11.0989	3.75919	0.783581	0.861593	0.927386	62.0568	15.4082	15.4082
263	5.21812	2.57758	0.856004	0.959853	0.999845	100	15.3516	15.3516
264	13.9978	4.22168	0.687589	0.92541	1	100	15.321	15.321
265	8.19991	3.23117	0.383839	0.694344	0.891077	23.3492	15.2607	15.2607
266	3.72723	2.17845	0.910531	0.955035	0.969842	100	15.0978	15.0978
267	3.97571	2.2499	0.70151	0.954596	1	100	15.0679	15.0679
268	10.3534	3.63075	0.747794	0.938888	1	100	15.0292	15.0292
269	15.4059	4.42893	0.577941	0.869088	0.943116	67.2639	14.9999	14.9999
270	3.72723	2.17845	0.848998	0.903713	0.99983	100	14.9314	14.9314
271	9.35949	3.45208	0.449254	0.852309	0.978755	56.9853	14.8157	14.8157
272	14.9917	4.36899	0.900772	0.928131	0.957411	100	14.5523	14.5523
273	4.63833	2.43017	0.79057	0.863312	0.962177	63.1414	14.505	14.505
274	30.9774	6.28026	0.813597	0.83591	0.971221	50.1321	14.3888	14.3888
275	25.3452	5.68071	0.324547	0.650323	0.865322	19.0934	14.2594	14.2594
276	6.12922	2.79356	0.434399	0.759648	0.930152	32.0104	14.0522	14.0522
277	3.31309	2.05386	0.818721	0.9381	0.996585	100	13.9742	13.9742
278	11.0989	3.75919	0.619977	0.858499	0.9448	60.2327	13.4116	13.4116
279	11.9271	3.89693	0.414116	0.723475	0.924232	26.7787	13.3876	13.3876
280	11.4302	3.81489	0.460984	0.745356	0.872486	29.7886	13.3529	13.3529
281	3.81006	2.20252	0.961007	0.928309	0.98337	100	13.2298	13.2298
282	5.05247	2.53634	0.766997	0.971972	0.973499	100	13.1927	13.1927
283	26.2563	5.78191	0.509361	0.801277	0.932833	40.1318	13.1372	13.1372
284	6.12922	2.79356	0.800188	0.943689	0.988799	100	12.9366	12.9366
285	3.89288	2.22634	0.998022	0.953599	0.98337	100	12.9102	12.9102
286	22.1977	5.3163	0.767085	0.71546	0.860246	25.7761	12.8784	12.8784
287	39.2602	7.07019	0.856071	0.919426	0.953579	100	12.7855	12.7855
288	6.21205	2.81237	0.688746	0.888389	0.908373	100	12.7543	12.7543
289	13.418	4.13332	0.730826	0.952182	0.973293	100	12.6439	12.6439
290	5.05247	2.53634	0.967422	0.925989	1	100	12.6422	12.6422
291	7.95142	3.18183	0.710094	0.965589	0.989267	100	12.5045	12.5045
292	5.63226	2.67791	0.889438	0.991414	0.967486	100	12.3744	12.3744
293	12.4241	3.97729	0.630773	0.900495	0.959266	100	12.3281	12.3281
294	14.412	4.28368	0.599348	0.822228	0.905845	45.6543	12.2359	12.2359
295	5.54943	2.65815	0.696836	0.849876	0.988268	55.828	12.223	12.223
296	13.5837	4.15876	0.531287	0.793464	0.921033	38.3693	12.0513	12.0513
297	4.47268	2.38638	0.866097	0.901395	0.986772	100	11.9681	11.9681
298	29.9007	6.17015	0.737018	0.855067	0.848773	58.3732	11.7814	11.7814
299	14.4948	4.29597	0.934698	0.926271	1	100	11.7092	11.7092
300	10.3534	3.63075	0.889165	0.935076	0.987332	100	11.7089	11.7089
301	12.0928	3.9239	0.561719	0.883972	0.97087	86.6909	11.6445	11.6445
302	6.79184	2.94069	0.723751	0.963595	1	100	11.6099	11.6099
303	7.28881	3.04637	0.879418	0.899474	0.984081	100	11.4115	11.4115
304	13.8322	4.19662	0.365169	0.708069	0.873054	24.893	11.2873	11.2873
305	8.11708	3.21481	0.708536	0.713081	0.780318	25.4877	11.2503	11.2503
306	6.29488	2.83106	0.586668	0.845379	0.993855	53.8345	11.1784	11.1784
307	10.7676	3.70266	0.767016	0.922813	0.926125	100	11.1784	11.1784
308	11.0989	3.75919	0.881184	0.899357	0.97187	100	11.0982	11.0982
309	10.1049	3.58692	0.896121	0.979585	0.992702	100	11.0447	11.0447
310	18.3048	4.82768	0.562961	0.851757	0.94482	56.7173	10.9866	10.9866
311	15.4887	4.44082	0.565117	0.784418	0.96399	36.4851	10.9598	10.9598
312	4.38985	2.36418	0.858543	0.893009	0.975863	100	10.862	10.862
313	3.72723	2.17845	0.734532	0.918153	1	100	10.6517	10.6517
314	9.77363	3.52763	0.546829	0.830187	0.967691	48.1529	10.5627	10.5627
315	9.35949	3.45208	0.561289	0.856987	0.959681	59.3938	10.5627	10.5627
316	9.77363	3.52763	0.874362	0.959284	0.993081	100	10.5025	10.5025
317	4.72116	2.45177	0.739858	0.959271	0.995534	100	10.4089	10.4089
318	3.47875	2.10459	0.854043	0.901455	0.99374	100	10.3246	10.3246
319	24.6825	5.60596	0.499381	0.752183	0.923146	30.8217	10.3075	10.3075
320	5.79791	2.71701	0.794576	0.983956	0.983321	100	10.3004	10.3004
321	5.96357	2.75555	0.972041	0.919079	0.985972	100	10.242	10.242
322	3.72723	2.17845	0.910495	0.994999	0.965026	100	10.1664	10.1664
323	11.6787	3.85613	0.73323	0.812626	0.936317	42.9591	10.1474	10.1474
324	6.0464	2.77462	0.641512	0.819232	0.9704	44.7792	10.1263	10.1263
325	7.28881	3.04637	0.645744	0.849567	0.946098	55.6853	9.98809	9.98809
326	39.5086	7.09253	0.61757	0.856188	0.894948	58.9637	9.92687	9.92687
327	11.4302	3.81489	0.790353	0.875655	0.963177	73.3106	9.80512	9.80512
328	15.0746	4.38104	0.725884	0.832342	0.869419	48.8784	9.72307	9.72307
329	7.95142	3.18183	0.784641	0.924827	0.970455	100	9.71119	9.71119
330	8.28273	3.24745	0.472723	0.839764	0.95442	51.5679	9.68645	9.68645
331	4.38985	2.36418	0.858251	0.925005	0.986331	100	9.65217	9.65217
332	21.121	5.18576	0.555786	0.75363	0.897084	31.0471	9.52673	9.52673
333	5.96357	2.75555	0.585895	0.850076	0.952848	55.9208	9.42024	9.42024
334	4.30702	2.34177	0.657631	0.897386	0.997162	100	9.39617	9.39617
335	18.222	4.81674	0.717828	0.849826	0.953432	55.8049	9.09575	9.09575
336	3.81006	2.20252	0.734971	0.981914	1	100	9.095	9.095
337	9.77363	3.52763	0.741998	1	0.980428	100	8.98499	8.98499
338	17.9735	4.78379	0.627649	0.869717	0.952294	67.7676	8.78111	8.78111
339	3.31309	2.05386	0.822961	0.915645	0.970951	100	8.7607	8.7607
340	8.36556	3.26364	0.752063	0.88593	0.961711	94.9538	8.74974	8.74974
341	3.72723	2.17845	0.547649	0.865173	1	64.3819	8.66792	8.66792
342	23.7714	5.50152	0.678081	0.774629	0.815915	34.6084	8.53336	8.53336
343	4.38985	2.36418	0.824516	0.893	0.972008	100	8.50094	8.50094
344	8.28273	3.24745	0.82671	0.976184	0.980071	100	8.45815	8.45815
345	4.72116	2.45177	0.791008	0.913002	1	100	8.36681	8.36681
346	3.47875	2.10459	0.853787	0.901444	0.99374	100	8.28202	8.28202
347	5.13529	2.55704	0.714065	0.971615	0.994455	100	8.27208	8.27208
348	3.31309	2.05386	0.818495	0.900416	0.970951	100	8.26676	8.26676
349	12.8382	4.04304	0.719881	0.896781	0.966082	100	8.14602	8.14602
350	4.88681	2.49441	0.913971	0.942192	0.986291	100	8.05978	8.05978
351	10.1878	3.60159	0.669247	0.998225	0.990819	100	8.0283	8.0283
352	9.52514	3.4825	0.793167	0.914776	0.922554	100	7.96711	7.96711
